Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (*),db/2,ph-180,ph + 180,fase linda,amppppp,result,FREC NUEVA
2666.858665,-0.005153458345,178.7087361,-0.002576729172,-1.291263916,358.7087361,-1.291263916,-0.007730187518,-0.005153458345,2176.858665
2685.344446,-0.004756011742,178.7009598,-0.002378005871,-1.299040248,358.7009598,-1.299040248,-0.007134017613,-0.004756011742,2195.344446
2703.958364,-0.004021838393,178.6956027,-0.002010919196,-1.304397349,358.6956027,-1.304397349,-0.00603275759,-0.004021838393,2213.958364
2722.701308,-0.005090464023,178.6822575,-0.002545232012,-1.317742533,358.6822575,-1.317742533,-0.007635696035,-0.005090464023,2232.701308
2741.574172,-0.005188025408,178.6730237,-0.002594012704,-1.326976293,358.6730237,-1.326976293,-0.007782038112,-0.005188025408,2251.574172
2760.577856,-0.004679426862,178.6649801,-0.002339713431,-1.335019907,358.6649801,-1.335019907,-0.007019140293,-0.004679426862,2270.577856
2779.713268,-0.004953512644,178.6558055,-0.002476756322,-1.344194482,358.6558055,-1.344194482,-0.007430268966,-0.004953512644,2289.713268
2798.98132,-0.004787337789,178.6473374,-0.002393668895,-1.352662648,358.6473374,-1.352662648,-0.007181006684,-0.004787337789,2308.98132
2818.382931,-0.005116366195,178.6330736,-0.002558183098,-1.366926351,358.6330736,-1.366926351,-0.007674549293,-0.005116366195,2328.382931
2837.919028,-0.004856456204,178.6275183,-0.002428228102,-1.37248168,358.6275183,-1.37248168,-0.007284684306,-0.004856456204,2347.919028
2857.590543,-0.004584752772,178.6199709,-0.002292376386,-1.380029053,358.6199709,-1.380029053,-0.006877129158,-0.004584752772,2367.590543
2877.398415,-0.004693541204,178.6093718,-0.002346770602,-1.390628173,358.6093718,-1.390628173,-0.007040311806,-0.004693541204,2387.398415
2897.343588,-0.004624862854,178.6001933,-0.002312431427,-1.399806745,358.6001933,-1.399806745,-0.006937294281,-0.004624862854,2407.343588
2917.427014,-0.00432128526,178.5928845,-0.00216064263,-1.40711552,358.5928845,-1.40711552,-0.00648192789,-0.00432128526,2427.427014
2937.649652,-0.004541485913,178.5819136,-0.002270742956,-1.418086424,358.5819136,-1.418086424,-0.00681222887,-0.004541485913,2447.649652
2958.012467,-0.004615966887,178.5706441,-0.002307983444,-1.429355865,358.5706441,-1.429355865,-0.006923950331,-0.004615966887,2468.012467
2978.516429,-0.004570449108,178.5598313,-0.002285224554,-1.440168739,358.5598313,-1.440168739,-0.006855673662,-0.004570449108,2488.516429
2999.162519,-0.004654181587,178.5509661,-0.002327090793,-1.449033925,358.5509661,-1.449033925,-0.006981272381,-0.004654181587,2509.162519
3019.95172,-0.004804476958,178.5407375,-0.002402238479,-1.459262527,358.5407375,-1.459262527,-0.007206715437,-0.004804476958,2529.95172
3040.885026,-0.004529048449,178.5285051,-0.002264524224,-1.471494894,358.5285051,-1.471494894,-0.006793572674,-0.004529048449,2550.885026
3061.963434,-0.004374593518,178.5212975,-0.002187296759,-1.478702534,358.5212975,-1.478702534,-0.006561890277,-0.004374593518,2571.963434
3083.18795,-0.004957960437,178.5105332,-0.002478980218,-1.489466802,358.5105332,-1.489466802,-0.007436940656,-0.004957960437,2593.18795
3104.559588,-0.004555226503,178.5009353,-0.002277613252,-1.499064667,358.5009353,-1.499064667,-0.006832839755,-0.004555226503,2614.559588
3126.079367,-0.005064597207,178.4913604,-0.002532298603,-1.508639556,358.4913604,-1.508639556,-0.007596895811,-0.005064597207,2636.079367
3147.748314,-0.004527363385,178.4812441,-0.002263681692,-1.518755856,358.4812441,-1.518755856,-0.006791045078,-0.004527363385,2657.748314
3169.567463,-0.003894649417,178.4702316,-0.001947324709,-1.529768366,358.4702316,-1.529768366,-0.005841974126,-0.003894649417,2679.567463
3191.537855,-0.004048366206,178.460713,-0.002024183103,-1.539287025,358.460713,-1.539287025,-0.006072549309,-0.004048366206,2701.537855
3213.660539,-0.004164548027,178.4523513,-0.002082274013,-1.547648707,358.4523513,-1.547648707,-0.006246822041,-0.004164548027,2723.660539
3235.936569,-0.004939694659,178.4379369,-0.00246984733,-1.562063104,358.4379369,-1.562063104,-0.007409541989,-0.004939694659,2745.936569
3258.36701,-0.004207188688,178.4278248,-0.002103594344,-1.572175201,358.4278248,-1.572175201,-0.006310783032,-0.004207188688,2768.36701
3280.952931,-0.004392143312,178.4166235,-0.002196071656,-1.583376471,358.4166235,-1.583376471,-0.006588214968,-0.004392143312,2790.952931
3303.69541,-0.004589148817,178.4074675,-0.002294574408,-1.592532538,358.4074675,-1.592532538,-0.006883723226,-0.004589148817,2813.69541
3326.595533,-0.004994343778,178.3983393,-0.002497171889,-1.601660726,358.3983393,-1.601660726,-0.007491515667,-0.004994343778,2836.595533
3349.654392,-0.004309851165,178.3858623,-0.002154925583,-1.614137673,358.3858623,-1.614137673,-0.006464776748,-0.004309851165,2859.654392
3372.873087,-0.004420016779,178.3727977,-0.00221000839,-1.627202254,358.3727977,-1.627202254,-0.006630025169,-0.004420016779,2882.873087
3396.252726,-0.004452309629,178.3626177,-0.002226154814,-1.637382315,358.3626177,-1.637382315,-0.006678464444,-0.004452309629,2906.252726
3419.794425,-0.004160117483,178.346152,-0.002080058742,-1.653847978,358.346152,-1.653847978,-0.006240176225,-0.004160117483,2929.794425
3443.499308,-0.004197308767,178.3382562,-0.002098654383,-1.66174375,358.3382562,-1.66174375,-0.006295963151,-0.004197308767,2953.499308
3467.368505,-0.004716398166,178.3274205,-0.002358199083,-1.672579459,358.3274205,-1.672579459,-0.007074597249,-0.004716398166,2977.368505
3491.403155,-0.004545447364,178.318247,-0.002272723682,-1.681752965,358.318247,-1.681752965,-0.006818171046,-0.004545447364,3001.403155
3515.604405,-0.004301833299,178.3044981,-0.002150916649,-1.695501923,358.3044981,-1.695501923,-0.006452749949,-0.004301833299,3025.604405
3539.973411,-0.004657733088,178.2912858,-0.002328866544,-1.70871422,358.2912858,-1.70871422,-0.006986599632,-0.004657733088,3049.973411
3564.511334,-0.004855586454,178.2821113,-0.002427793227,-1.717888671,358.2821113,-1.717888671,-0.007283379681,-0.004855586454,3074.511334
3589.219346,-0.004567804113,178.2654476,-0.002283902057,-1.734552388,358.2654476,-1.734552388,-0.00685170617,-0.004567804113,3099.219346
3614.098626,-0.004372357521,178.2558344,-0.00218617876,-1.744165589,358.2558344,-1.744165589,-0.006558536282,-0.004372357521,3124.098626
3639.150361,-0.004667675362,178.2468146,-0.002333837681,-1.753185442,358.2468146,-1.753185442,-0.007001513043,-0.004667675362,3149.150361
3664.375746,-0.004266526968,178.2339949,-0.002133263484,-1.766005128,358.2339949,-1.766005128,-0.006399790452,-0.004266526968,3174.375746
3689.775986,-0.004377046565,178.2213812,-0.002188523282,-1.778618802,358.2213812,-1.778618802,-0.006565569848,-0.004377046565,3199.775986
3715.352291,-0.004157133392,178.2111306,-0.002078566696,-1.788869371,358.2111306,-1.788869371,-0.006235700088,-0.004157133392,3225.352291
3741.105883,-0.003943360918,178.1962354,-0.001971680459,-1.803764603,358.1962354,-1.803764603,-0.005915041377,-0.003943360918,3251.105883
3767.03799,-0.004732654075,178.1844125,-0.002366327037,-1.815587504,358.1844125,-1.815587504,-0.007098981113,-0.004732654075,3277.03799
3793.14985,-0.004125176372,178.170978,-0.002062588186,-1.829022047,358.170978,-1.829022047,-0.006187764558,-0.004125176372,3303.14985
3819.442708,-0.003938365458,178.1580181,-0.001969182729,-1.841981864,358.1580181,-1.841981864,-0.005907548187,-0.003938365458,3329.442708
3845.91782,-0.004129384228,178.1494635,-0.002064692114,-1.850536539,358.1494635,-1.850536539,-0.006194076342,-0.004129384228,3355.91782
